"Number","Name","AssetId","TechnologyId","Category","TypeA","TypeB","Rank","Rarity","Price","Weight","StackSize","Description","ImageUrl","LocalIcon","PaldeckUrl","CommandGive","CommandGiveMe"
,"Cold Resistant Hexolite Armor Schematic 1","Blueprint_SFArmorCold_2","Blueprint_SFArmorCold_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Cold Resistant Hexolite Armor (Uncommon). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorCold_2","!give Blueprint_SFArmorCold_2:9999","!giveme Blueprint_SFArmorCold_2:9999"
,"Cold Resistant Hexolite Armor Schematic 2","Blueprint_SFArmorCold_3","Blueprint_SFArmorCold_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Cold Resistant Hexolite Armor (Rare). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorCold_3","!give Blueprint_SFArmorCold_3:9999","!giveme Blueprint_SFArmorCold_3:9999"
,"Cold Resistant Hexolite Armor Schematic 3","Blueprint_SFArmorCold_4","Blueprint_SFArmorCold_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Cold Resistant Hexolite Armor (Epic). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorCold_4","!give Blueprint_SFArmorCold_4:9999","!giveme Blueprint_SFArmorCold_4:9999"
,"Cold Resistant Hexolite Armor Schematic 4","Blueprint_SFArmorCold_5","Blueprint_SFArmorCold_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Cold Resistant Hexolite Armor (Legendary). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorCold_5","!give Blueprint_SFArmorCold_5:9999","!giveme Blueprint_SFArmorCold_5:9999"
,"Heat Resistant Hexolite Armor Schematic 1","Blueprint_SFArmorHeat_2","Blueprint_SFArmorHeat_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Heat Resistant Hexolite Armor (Uncommon). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorHeat_2","!give Blueprint_SFArmorHeat_2:9999","!giveme Blueprint_SFArmorHeat_2:9999"
,"Heat Resistant Hexolite Armor Schematic 2","Blueprint_SFArmorHeat_3","Blueprint_SFArmorHeat_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Heat Resistant Hexolite Armor (Rare). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorHeat_3","!give Blueprint_SFArmorHeat_3:9999","!giveme Blueprint_SFArmorHeat_3:9999"
,"Heat Resistant Hexolite Armor Schematic 3","Blueprint_SFArmorHeat_4","Blueprint_SFArmorHeat_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Heat Resistant Hexolite Armor (Epic). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorHeat_4","!give Blueprint_SFArmorHeat_4:9999","!giveme Blueprint_SFArmorHeat_4:9999"
,"Heat Resistant Hexolite Armor Schematic 4","Blueprint_SFArmorHeat_5","Blueprint_SFArmorHeat_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Heat Resistant Hexolite Armor (Legendary). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorHeat_5","!give Blueprint_SFArmorHeat_5:9999","!giveme Blueprint_SFArmorHeat_5:9999"
,"Lightweight Hexolite Armor Schematic 1","Blueprint_SFArmorWeight_2","Blueprint_SFArmorWeight_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Lightweight Hexolite Armor (Uncommon). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorWeight_2","!give Blueprint_SFArmorWeight_2:9999","!giveme Blueprint_SFArmorWeight_2:9999"
,"Lightweight Hexolite Armor Schematic 2","Blueprint_SFArmorWeight_3","Blueprint_SFArmorWeight_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Lightweight Hexolite Armor (Rare). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorWeight_3","!give Blueprint_SFArmorWeight_3:9999","!giveme Blueprint_SFArmorWeight_3:9999"
,"Lightweight Hexolite Armor Schematic 3","Blueprint_SFArmorWeight_4","Blueprint_SFArmorWeight_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Lightweight Hexolite Armor (Epic). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorWeight_4","!give Blueprint_SFArmorWeight_4:9999","!giveme Blueprint_SFArmorWeight_4:9999"
,"Lightweight Hexolite Armor Schematic 4","Blueprint_SFArmorWeight_5","Blueprint_SFArmorWeight_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Lightweight Hexolite Armor (Legendary). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFArmorWeight_5","!give Blueprint_SFArmorWeight_5:9999","!giveme Blueprint_SFArmorWeight_5:9999"
,"Advanced Bow Schematic 1","Blueprint_SFBow_2","Blueprint_SFBow_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Advanced Bow (Uncommon). Can be crafted at Weapon Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFBow_2","!give Blueprint_SFBow_2:9999","!giveme Blueprint_SFBow_2:9999"
,"Advanced Bow Schematic 2","Blueprint_SFBow_3","Blueprint_SFBow_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Advanced Bow (Rare). Can be crafted at Weapon Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFBow_3","!give Blueprint_SFBow_3:9999","!giveme Blueprint_SFBow_3:9999"
,"Advanced Bow Schematic 3","Blueprint_SFBow_4","Blueprint_SFBow_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Advanced Bow (Epic). Can be crafted at Weapon Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFBow_4","!give Blueprint_SFBow_4:9999","!giveme Blueprint_SFBow_4:9999"
,"Advanced Bow Schematic 4","Blueprint_SFBow_5","Blueprint_SFBow_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Advanced Bow (Legendary). Can be crafted at Weapon Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFBow_5","!give Blueprint_SFBow_5:9999","!giveme Blueprint_SFBow_5:9999"
,"Hexolite Helmet Schematic 1","Blueprint_SFHelmet_2","Blueprint_SFHelmet_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Hexolite Helmet (Uncommon). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFHelmet_2","!give Blueprint_SFHelmet_2:9999","!giveme Blueprint_SFHelmet_2:9999"
,"Hexolite Helmet Schematic 2","Blueprint_SFHelmet_3","Blueprint_SFHelmet_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Hexolite Helmet (Rare). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFHelmet_3","!give Blueprint_SFHelmet_3:9999","!giveme Blueprint_SFHelmet_3:9999"
,"Hexolite Helmet Schematic 3","Blueprint_SFHelmet_4","Blueprint_SFHelmet_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Hexolite Helmet (Epic). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFHelmet_4","!give Blueprint_SFHelmet_4:9999","!giveme Blueprint_SFHelmet_4:9999"
,"Hexolite Helmet Schematic 4","Blueprint_SFHelmet_5","Blueprint_SFHelmet_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Hexolite Helmet (Legendary). Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Blueprint_SFHelmet_5","!give Blueprint_SFHelmet_5:9999","!giveme Blueprint_SFHelmet_5:9999"
,"Red Wooden Lantern Schematic","Blueprint_Shrine_Lantern","Blueprint_Shrine_Lantern","Other","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","0","10000","0","9999","When in inventory or stored in a base, allows you to build Red Wooden Lantern.",,,"https://paldeck.cc/items/Blueprint_Shrine_Lantern","!give Blueprint_Shrine_Lantern:9999","!giveme Blueprint_Shrine_Lantern:9999"
,"Single-Shot Rifle Schematic 1","Blueprint_SingleShotRifle_2","Blueprint_SingleShotRifle_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Single-Shot Rifle (Uncommon). Can be crafted at Weapon Assembly Line.",,,"https://paldeck.cc/items/Blueprint_SingleShotRifle_2","!give Blueprint_SingleShotRifle_2:9999","!giveme Blueprint_SingleShotRifle_2:9999"
,"Single-Shot Rifle Schematic 2","Blueprint_SingleShotRifle_3","Blueprint_SingleShotRifle_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Single-Shot Rifle (Rare). Can be crafted at Weapon Assembly Line.",,,"https://paldeck.cc/items/Blueprint_SingleShotRifle_3","!give Blueprint_SingleShotRifle_3:9999","!giveme Blueprint_SingleShotRifle_3:9999"
,"Single-Shot Rifle Schematic 3","Blueprint_SingleShotRifle_4","Blueprint_SingleShotRifle_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Single-Shot Rifle (Epic). Can be crafted at Weapon Assembly Line.",,,"https://paldeck.cc/items/Blueprint_SingleShotRifle_4","!give Blueprint_SingleShotRifle_4:9999","!giveme Blueprint_SingleShotRifle_4:9999"
,"Single-Shot Rifle Schematic 4","Blueprint_SingleShotRifle_5","Blueprint_SingleShotRifle_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Single-Shot Rifle (Legendary). Can be crafted at Weapon Assembly Line.",,,"https://paldeck.cc/items/Blueprint_SingleShotRifle_5","!give Blueprint_SingleShotRifle_5:9999","!giveme Blueprint_SingleShotRifle_5:9999"
,"Heavy Assault Rifle Schematic 1","Blueprint_SkyAssaultRifle_2","Blueprint_SkyAssaultRifle_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Heavy Assault Rifle (Uncommon). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyAssaultRifle_2","!give Blueprint_SkyAssaultRifle_2:9999","!giveme Blueprint_SkyAssaultRifle_2:9999"
,"Heavy Assault Rifle Schematic 2","Blueprint_SkyAssaultRifle_3","Blueprint_SkyAssaultRifle_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Heavy Assault Rifle (Rare). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyAssaultRifle_3","!give Blueprint_SkyAssaultRifle_3:9999","!giveme Blueprint_SkyAssaultRifle_3:9999"
,"Heavy Assault Rifle Schematic 3","Blueprint_SkyAssaultRifle_4","Blueprint_SkyAssaultRifle_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Heavy Assault Rifle (Epic). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyAssaultRifle_4","!give Blueprint_SkyAssaultRifle_4:9999","!giveme Blueprint_SkyAssaultRifle_4:9999"
,"Heavy Assault Rifle Schematic 4","Blueprint_SkyAssaultRifle_5","Blueprint_SkyAssaultRifle_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Heavy Assault Rifle (Legendary). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyAssaultRifle_5","!give Blueprint_SkyAssaultRifle_5:9999","!giveme Blueprint_SkyAssaultRifle_5:9999"
,"Laser Sword Schematic 1","Blueprint_SkyBeamSword_2","Blueprint_SkyBeamSword_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Laser Sword (Uncommon). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBeamSword_2","!give Blueprint_SkyBeamSword_2:9999","!giveme Blueprint_SkyBeamSword_2:9999"
,"Laser Sword Schematic 2","Blueprint_SkyBeamSword_3","Blueprint_SkyBeamSword_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Laser Sword (Rare). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBeamSword_3","!give Blueprint_SkyBeamSword_3:9999","!giveme Blueprint_SkyBeamSword_3:9999"
,"Laser Sword Schematic 3","Blueprint_SkyBeamSword_4","Blueprint_SkyBeamSword_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Laser Sword (Epic). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBeamSword_4","!give Blueprint_SkyBeamSword_4:9999","!giveme Blueprint_SkyBeamSword_4:9999"
,"Laser Sword Schematic 4","Blueprint_SkyBeamSword_5","Blueprint_SkyBeamSword_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Laser Sword (Legendary). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBeamSword_5","!give Blueprint_SkyBeamSword_5:9999","!giveme Blueprint_SkyBeamSword_5:9999"
,"Mechanical Bow Schematic 1","Blueprint_SkyBow_2","Blueprint_SkyBow_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Mechanical Bow (Uncommon). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBow_2","!give Blueprint_SkyBow_2:9999","!giveme Blueprint_SkyBow_2:9999"
,"Mechanical Bow Schematic 2","Blueprint_SkyBow_3","Blueprint_SkyBow_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Mechanical Bow (Rare). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBow_3","!give Blueprint_SkyBow_3:9999","!giveme Blueprint_SkyBow_3:9999"
,"Mechanical Bow Schematic 3","Blueprint_SkyBow_4","Blueprint_SkyBow_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Mechanical Bow (Epic). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBow_4","!give Blueprint_SkyBow_4:9999","!giveme Blueprint_SkyBow_4:9999"
,"Mechanical Bow Schematic 4","Blueprint_SkyBow_5","Blueprint_SkyBow_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Mechanical Bow (Legendary). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyBow_5","!give Blueprint_SkyBow_5:9999","!giveme Blueprint_SkyBow_5:9999"
,"Tactical Grenade Launcher Schematic 1","Blueprint_SkyGrenadeLauncher_2","Blueprint_SkyGrenadeLauncher_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Tactical Grenade Launcher (Uncommon). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyGrenadeLauncher_2","!give Blueprint_SkyGrenadeLauncher_2:9999","!giveme Blueprint_SkyGrenadeLauncher_2:9999"
,"Tactical Grenade Launcher Schematic 2","Blueprint_SkyGrenadeLauncher_3","Blueprint_SkyGrenadeLauncher_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Tactical Grenade Launcher (Rare). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyGrenadeLauncher_3","!give Blueprint_SkyGrenadeLauncher_3:9999","!giveme Blueprint_SkyGrenadeLauncher_3:9999"
,"Tactical Grenade Launcher Schematic 3","Blueprint_SkyGrenadeLauncher_4","Blueprint_SkyGrenadeLauncher_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Tactical Grenade Launcher (Epic). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyGrenadeLauncher_4","!give Blueprint_SkyGrenadeLauncher_4:9999","!giveme Blueprint_SkyGrenadeLauncher_4:9999"
,"Tactical Grenade Launcher Schematic 4","Blueprint_SkyGrenadeLauncher_5","Blueprint_SkyGrenadeLauncher_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Tactical Grenade Launcher (Legendary). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyGrenadeLauncher_5","!give Blueprint_SkyGrenadeLauncher_5:9999","!giveme Blueprint_SkyGrenadeLauncher_5:9999"
,"Prototype Shotgun Schematic 1","Blueprint_SkyShotgun_2","Blueprint_SkyShotgun_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Prototype Shotgun (Uncommon). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyShotgun_2","!give Blueprint_SkyShotgun_2:9999","!giveme Blueprint_SkyShotgun_2:9999"
,"Prototype Shotgun Schematic 2","Blueprint_SkyShotgun_3","Blueprint_SkyShotgun_3","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10000","0","9999","When in inventory, unlocks recipe for Prototype Shotgun (Rare). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyShotgun_3","!give Blueprint_SkyShotgun_3:9999","!giveme Blueprint_SkyShotgun_3:9999"
,"Prototype Shotgun Schematic 3","Blueprint_SkyShotgun_4","Blueprint_SkyShotgun_4","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","3","10000","0","9999","When in inventory, unlocks recipe for Prototype Shotgun (Epic). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyShotgun_4","!give Blueprint_SkyShotgun_4:9999","!giveme Blueprint_SkyShotgun_4:9999"
,"Prototype Shotgun Schematic 4","Blueprint_SkyShotgun_5","Blueprint_SkyShotgun_5","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","4","10000","0","9999","When in inventory, unlocks recipe for Prototype Shotgun (Legendary). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkyShotgun_5","!give Blueprint_SkyShotgun_5:9999","!giveme Blueprint_SkyShotgun_5:9999"
,"Combat SMG Schematic 1","Blueprint_SkySubmachineGun_2","Blueprint_SkySubmachineGun_2","Materials","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10000","0","9999","When in inventory, unlocks recipe for Combat SMG (Uncommon). Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/Blueprint_SkySubmachineGun_2","!give Blueprint_SkySubmachineGun_2:9999","!giveme Blueprint_SkySubmachineGun_2:9999"
